125,CHIS,Koeleria macrantha,Junegrass,476,Grasses,//calscape.org/Koeleria-macrantha-(),//calscape.org/qrcodes/Koeleria-macrantha(192)
126,CHIS,Ranunculus californicus,California Buttercup,482,Perennial Herb,//calscape.org/Ranunculus-californicus-(),//calscape.org/qrcodes/Ranunculus-californicus(192)
127,CHIS,Ceanothus megacarpus,Big Pod Ceanothus,486,Shrub,//calscape.org/Ceanothus-megacarpus-(),//calscape.org/qrcodes/Ceanothus-megacarpus(192)
128,CHIS,Solanum umbelliferum,Bluewitch Nightshade,488,Shrub,//calscape.org/Solanum-umbelliferum-(),//calscape.org/qrcodes/Solanum-umbelliferum(192)
129,CHIS,Agrostis pallens,Thingrass,491,Grass,//calscape.org/Agrostis-pallens-(),//calscape.org/qrcodes/Agrostis-pallens(192)
130,CHIS,Quercus wislizeni,Interior Live Oak,496,"Tree,Shrub",//calscape.org/Quercus-wislizeni-(),//calscape.org/qrcodes/Quercus-wislizeni(192)
131,CHIS,Populus trichocarpa,Black Cottonwood,502,Tree,//calscape.org/Populus-trichocarpa-(),//calscape.org/qrcodes/Populus-trichocarpa(192)
132,CHIS,Juncus mexicanus,Mexican Rush,505,Grasses,//calscape.org/Juncus-mexicanus-(),//calscape.org/qrcodes/Juncus-mexicanus(192)
133,CHIS,Stachys bullata,California Hedgenettle,506,Perennial herb,//calscape.org/Stachys-bullata-(),//calscape.org/qrcodes/Stachys-bullata(192)
134,CHIS,Juncus xiphioides,Irisleaf Rush,523,Grasses,//calscape.org/Juncus-xiphioides-(),//calscape.org/qrcodes/Juncus-xiphioides(192)
135,CHIS,Symphoricarpos mollis,Creeping Snowberry,533,Shrub,//calscape.org/Symphoricarpos-mollis-(),//calscape.org/qrcodes/Symphoricarpos-mollis(192)
136,CHIS,Juncus bufonius,Toad Rush,540,Grasses,//calscape.org/Juncus-bufonius-(),//calscape.org/qrcodes/Juncus-bufonius(192)
137,CHIS,Acmispon americanus,American Bird's-foot Trefoil,546,Annual herb,//calscape.org/Acmispon-americanus-(),//calscape.org/qrcodes/Acmispon-americanus(192)
138,CHIS,Bromus carinatus,California Brome Grass,562,Grass,//calscape.org/Bromus-carinatus-(),//calscape.org/qrcodes/Bromus-carinatus(192)
139,CHIS,Pinus muricata,Bishop Pine,572,Tree,//calscape.org/Pinus-muricata-(),//calscape.org/qrcodes/Pinus-muricata(192)
140,CHIS,Cirsium occidentale,Cobweb Thistle,580,Perennial herb,//calscape.org/Cirsium-occidentale-(),//calscape.org/qrcodes/Cirsium-occidentale(192)
141,CHIS,Abronia maritima,Red Sand Verbena,592,Perennial Herb,//calscape.org/Abronia-maritima-(),//calscape.org/qrcodes/Abronia-maritima(192)
142,CHIS,Bloomeria crocea,Common Goldenstar,598,Perennial herb,//calscape.org/Bloomeria-crocea-(),//calscape.org/qrcodes/Bloomeria-crocea(192)
143,CHIS,Erysimum capitatum,Sanddune Wallflower,612,"Perennial herb,Annual herb",//calscape.org/Erysimum-capitatum-(),//calscape.org/qrcodes/Erysimum-capitatum(192)
144,CHIS,Pteridium aquilinum,Western Brackenfern,618,Fern,//calscape.org/Pteridium-aquilinum-(),//calscape.org/qrcodes/Pteridium-aquilinum(192)
145,CHIS,Galium angustifolium,Narrow Leaved Bedstraw,621,Perennial herb,//calscape.org/Galium-angustifolium-(),//calscape.org/qrcodes/Galium-angustifolium(192)
146,CHIS,Lathyrus vestitus,Pacific Pea,630,Perennial herb,//calscape.org/Lathyrus-vestitus-(),//calscape.org/qrcodes/Lathyrus-vestitus(192)
147,CHIS,Selaginella bigelovii,Spike Moss,644,Fern,//calscape.org/Selaginella-bigelovii-(),//calscape.org/qrcodes/Selaginella-bigelovii(192)
148,CHIS,Stipa lepida,Small Flowered Needlegrass,658,Grass,//calscape.org/Stipa-lepida-(),//calscape.org/qrcodes/Stipa-lepida(192)
149,CHIS,Primula clevelandii,Padre's Shootingstar,665,Perennial herb,//calscape.org/Primula-clevelandii-(),//calscape.org/qrcodes/Primula-clevelandii(192)
150,CHIS,Plantago erecta,Dotseed Plantain,675,Annual Herb,//calscape.org/Plantago-erecta-(),//calscape.org/qrcodes/Plantago-erecta(192)
151,CHIS,Grindelia camporum,Great Valley Gumweed,677,Perennial herb,//calscape.org/Grindelia-camporum-(),//calscape.org/qrcodes/Grindelia-camporum(192)
152,CHIS,Venegasia carpesioides,Canyon Sunflower,690,Perennial herb,//calscape.org/Venegasia-carpesioides-(),//calscape.org/qrcodes/Venegasia-carpesioides(192)
153,CHIS,Mimulus aurantiacus var. pubescens,Sticky Monkeyflower,697,Shrub,//calscape.org/Mimulus-aurantiacus-var.-pubescens-(),//calscape.org/qrcodes/Mimulus-aurantiacus-var.-pubescens(192)
154,CHIS,Poa secunda,One Sided Blue Grass,702,Grasses,//calscape.org/Poa-secunda-(),//calscape.org/qrcodes/Poa-secunda(192)
155,CHIS,Lilium humboldtii ssp. ocellatum,Spotted Humboldt's Lily,711,Perennial herb,//calscape.org/Lilium-humboldtii-ssp.-ocellatum-(),//calscape.org/qrcodes/Lilium-humboldtii-ssp.-ocellatum(192)
156,CHIS,Ribes menziesii,Canyon Gooseberry,729,Shrub,//calscape.org/Ribes-menziesii-(),//calscape.org/qrcodes/Ribes-menziesii(192)
157,CHIS,Phacelia cicutaria,Caterpillar Phacelia,735,Annual herb,//calscape.org/Phacelia-cicutaria-(),//calscape.org/qrcodes/Phacelia-cicutaria(192)
158,CHIS,Astragalus trichopodus,Santa Barbara Milk Vetch,749,Perennial herb,//calscape.org/Astragalus-trichopodus-(),//calscape.org/qrcodes/Astragalus-trichopodus(192)
159,CHIS,Viola pedunculata,Johnny Jump Up,765,Perennial herb,//calscape.org/Viola-pedunculata-(),//calscape.org/qrcodes/Viola-pedunculata(192)
160,CHIS,Vicia americana,American Vetch,772,"Vine,Perennial herb",//calscape.org/Vicia-americana-(),//calscape.org/qrcodes/Vicia-americana(192)
161,CHIS,Eucrypta chrysanthemifolia,Spotted Hideseed,775,Annual herb,//calscape.org/Eucrypta-chrysanthemifolia-(),//calscape.org/qrcodes/Eucrypta-chrysanthemifolia(192)
162,CHIS,Hazardia detonsa,Northern Island Haplopappus,779,Shrub,//calscape.org/Hazardia-detonsa-(),//calscape.org/qrcodes/Hazardia-detonsa(192)
163,CHIS,Achyrachaena mollis,Blow Wives,785,Annual herb,//calscape.org/Achyrachaena-mollis-(),//calscape.org/qrcodes/Achyrachaena-mollis(192)
164,CHIS,Agoseris grandiflora,California Dandelion,791,Perennial herb,//calscape.org/Agoseris-grandiflora-(),//calscape.org/qrcodes/Agoseris-grandiflora(192)
165,CHIS,Erysimum insulare,Island Wallflower,796,"Perennial herb,Annual herb",//calscape.org/Erysimum-insulare-(),//calscape.org/qrcodes/Erysimum-insulare(192)
166,CHIS,Croton Setiger,Turkey Mullein,798,Annual Herb,//calscape.org/Croton-Setiger-(),//calscape.org/qrcodes/Croton-Setiger(192)
