Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
CHIS-1174,Channel Islands National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Rare,Migratory,Species of Concern
CHIS-1175,Channel Islands National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Occasional,Vagrant,Species of Concern
CHIS-1176,Channel Islands National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Rare,Breeder,Species of Concern
CHIS-1177,Channel Islands National Park,Bird,Falconiformes,Falconidae,Falco sparverius,American Kestrel,Approved,Present,Native,Rare,Breeder,
CHIS-1178,Channel Islands National Park,Bird,Galliformes,Odontophoridae,Callipepla californica,California Quail,Approved,Present,Not Native,Common,Breeder,
CHIS-1179,Channel Islands National Park,Bird,Galliformes,Odontophoridae,Callipepla gambelii,Gambel's Quail,Approved,Not Present (Historical Report),Not Native,,,
CHIS-1180,Channel Islands National Park,Bird,Galliformes,Phasianidae,Alectoris chukar,Chukar,Approved,Not Present (Historical Report),Not Native,,,
CHIS-1181,Channel Islands National Park,Bird,Galliformes,Phasianidae,Meleagris gallopavo,Wild Turkey,Approved,Present,Not Native,Rare,Breeder,
CHIS-1182,Channel Islands National Park,Bird,Galliformes,Phasianidae,Pavo cristatus,Common Peafowl,Approved,Present,Not Native,Rare,Breeder,
CHIS-1183,Channel Islands National Park,Bird,Galliformes,Phasianidae,Phasianus colchicus,Ring-Necked Pheasent,Approved,Present,Not Native,Occasional,Vagrant,
CHIS-1184,Channel Islands National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Approved,Present,Native,Common,Vagrant,Species of Concern
CHIS-1185,Channel Islands National Park,Bird,Gaviiformes,Gaviidae,Gavia pacifica,Pacific Loon,Approved,Present,Native,Abundant,Vagrant,
CHIS-1186,Channel Islands National Park,Bird,Gaviiformes,Gaviidae,Gavia stellata,Red-Throated Loon,Approved,Present,Native,Uncommon,Vagrant,
CHIS-1187,Channel Islands National Park,Bird,Gruiformes,Rallidae,Fulica americana,American Coot,Approved,Present,Native,Occasional,Breeder,
CHIS-1188,Channel Islands National Park,Bird,Gruiformes,Rallidae,Porzana carolina,Sora,Approved,Present,Native,Rare,Vagrant,
CHIS-1189,Channel Islands National Park,Bird,Gruiformes,Rallidae,Rallus limicola,Virginia Rail,Approved,Present,Native,Occasional,Breeder,
CHIS-1190,Channel Islands National Park,Bird,Passeriformes,Aegithalidae,Psaltriparus minimus,Bushtit,Approved,Present,Native,Common,Breeder,
CHIS-1191,Channel Islands National Park,Bird,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,Approved,Present,Native,Abundant,Breeder,
CHIS-1192,Channel Islands National Park,Bird,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,Approved,Present,Native,Uncommon,Vagrant,
CHIS-1193,Channel Islands National Park,Bird,Passeriformes,Calcariidae,Calcarius lapponicus,Lapland Longspur,Approved,Present,Native,Occasional,Vagrant,
CHIS-1194,Channel Islands National Park,Bird,Passeriformes,Calcariidae,Calcarius mccownii,Mccown's Longspur,Approved,Present,Native,Occasional,Vagrant,Species of Concern
CHIS-1195,Channel Islands National Park,Bird,Passeriformes,Calcariidae,Calcarius ornatus,Chestnut-Collared Longspur,Approved,Present,Native,Occasional,Vagrant,
CHIS-1196,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Cardinalis sinuatus,Pyrrhuloxia,Approved,Present,Native,Occasional,Vagrant,
CHIS-1197,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Guiraca caerulea,Blue Grosbeak,Approved,Present,Native,Rare,Vagrant,Species of Concern
CHIS-1198,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,Approved,Present,Native,Occasional,Breeder,
CHIS-1199,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,Approved,Present,Native,Uncommon,Vagrant,
CHIS-1200,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-Breasted Grosbeak,Approved,Present,Native,Uncommon,Vagrant,
CHIS-1201,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Pheucticus melanocephalus,Black-Headed Grosbeak,Approved,Present,Native,Rare,Breeder,
CHIS-1202,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager,Approved,Present,Native,Common,Vagrant,
CHIS-1203,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Piranga olivacea,Scarlet Tanager,Approved,Present,Native,Occasional,Vagrant,
CHIS-1204,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Occasional,Migratory,Species of Concern
CHIS-1205,Channel Islands National Park,Bird,Passeriformes,Cardinalidae,Spiza americana,Dickcissel,Approved,Present,Native,Occasional,Vagrant,
CHIS-1206,Channel Islands National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Rare,Migratory,Species of Concern
CHIS-1207,Channel Islands National Park,Bird,Passeriformes,Cinclidae,Cinclus mexicanus,American Dipper,Approved,Present,Native,Occasional,Vagrant,
CHIS-1208,Channel Islands National Park,Bird,Passeriformes,Corvidae,Aphelocoma insularis,Island Scrub Jay,Approved,Present,Native,Common,Breeder,
CHIS-1209,Channel Islands National Park,Bird,Passeriformes,Corvidae,Corvus brachyrhynchos,American Crow,Approved,Present,Native,Occasional,Vagrant,
CHIS-1210,Channel Islands National Park,Bird,Passeriformes,Corvidae,Corvus corax,Common Raven,Approved,Present,Native,Uncommon,Breeder,
CHIS-1211,Channel Islands National Park,Bird,Passeriformes,Corvidae,Nucifraga columbiana,Clark's Nutcracker,Approved,Present,Native,Occasional,Migratory,
CHIS-1212,Channel Islands National Park,Bird,Passeriformes,Corvidae,Pica nuttalli,Yellow-Billed Magpie,Approved,Present,Native,Occasional,Vagrant,Species of Concern
CHIS-1213,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Aimophila ruficeps,Rufous-Crowned Sparrow,Approved,Present,Native,Uncommon,Breeder,
CHIS-1214,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Approved,Present,Native,Rare,Breeder,Species of Concern
CHIS-1215,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,Approved,Present,Native,Occasional,Vagrant,Species of Concern
CHIS-1216,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Amphispiza bilineata,Black-Throated Sparrow,Approved,Present,Native,Rare,Vagrant,
CHIS-1217,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Calamospiza melanocorys,Lark Bunting,Approved,Present,Native,Occasional,Vagrant,
CHIS-1218,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Chondestes grammacus,Lark Sparrow,Approved,Present,Native,Common,Vagrant,
CHIS-1219,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis,Dark-Eyed Junco,Approved,Present,Native,Common,Migratory,
CHIS-1220,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,Approved,Present,Native,Occasional,Vagrant,
CHIS-1221,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Uncommon,Migratory,Species of Concern
CHIS-1222,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,Approved,Present,Native,Common,Breeder,
CHIS-1223,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Approved,Present,Native,Common,Migratory,
CHIS-1224,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,Approved,Present,Native,Common,Migratory,
CHIS-1225,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Present,Native,Rare,Vagrant,Species of Concern
CHIS-1226,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee,Approved,Present,Native,Uncommon,Breeder,
CHIS-1227,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Approved,Present,Native,Uncommon,Vagrant,
CHIS-1228,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,Approved,Present,Native,Occasional,Vagrant,
CHIS-1229,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella atrogularis,Black-Chinned Sparrow,Approved,Present,Native,Occasional,Vagrant,
CHIS-1230,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Occasional,Vagrant,Species of Concern
CHIS-1231,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella pallida,Clay-Colored Sparrow,Approved,Present,Native,Rare,Vagrant,
CHIS-1232,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,Approved,Present,Native,Common,Breeder,
CHIS-1233,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow,Approved,Present,Native,Occasional,Vagrant,
CHIS-1234,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-Crowned Sparrow,Approved,Present,Native,Abundant,Migratory,
CHIS-1235,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow,Approved,Present,Native,Abundant,Migratory,
CHIS-1236,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Zonotrichia querula,Harris' Sparrow,Approved,Present,Native,Occasional,Vagrant,
CHIS-1237,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carduelis lawrencei,Lawrence's Goldfinch,Approved,Present,Native,Rare,Vagrant,Species of Concern
CHIS-1238,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,Approved,Present,Native,Uncommon,Vagrant,
CHIS-1239,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carduelis psaltria,Lesser Goldfinch,Approved,Present,Native,Uncommon,Breeder,
CHIS-1240,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,Approved,Present,Native,Rare,Migratory,
CHIS-1241,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch,Approved,Present,Native,Common,Breeder,
CHIS-1242,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,Approved,Present,Native,Uncommon,Migratory,
CHIS-1243,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Rare,Migratory,Species of Concern
CHIS-1244,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,Approved,Present,Native,Uncommon,Breeder,
CHIS-1245,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,Approved,Present,Native,Occasional,Breeder,
CHIS-1246,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Occasional,Vagrant,Species of Concern
CHIS-1247,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Occasional,Vagrant,Species of Concern
CHIS-1248,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Approved,Present,Native,Rare,Vagrant,
CHIS-1249,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Rare,Vagrant,Species of Concern
CHIS-1250,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Tachycineta thalassina,Violet-Green Swallow,Approved,Present,Native,Rare,Vagrant,
CHIS-1251,Channel Islands National Park,Bird,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,Approved,Present,Native,Uncommon,Breeder,
CHIS-1252,Channel Islands National Park,Bird,Passeriformes,Icteridae,Agelaius tricolor,Tricolored Blackbird,Approved,Present,Native,Rare,Vagrant,Under Review
CHIS-1253,Channel Islands National Park,Bird,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,Approved,Present,Native,Rare,Vagrant,
CHIS-1254,Channel Islands National Park,Bird,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,Approved,Present,Native,Occasional,Vagrant,
CHIS-1255,Channel Islands National Park,Bird,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Approved,Present,Native,Rare,Breeder,
CHIS-1256,Channel Islands National Park,Bird,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,Approved,Present,Native,Uncommon,Vagrant,
CHIS-1257,Channel Islands National Park,Bird,Passeriformes,Icteridae,Icterus cucullatus,Hooded Oriole,Approved,Present,Native,Rare,Vagrant,
CHIS-1258,Channel Islands National Park,Bird,Passeriformes,Icteridae,Icterus galbula,Baltimore Oriole,Approved,Present,Native,Uncommon,Vagrant,
CHIS-1259,Channel Islands National Park,Bird,Passeriformes,Icteridae,Icterus parisorum,Scott's Oriole,Approved,Present,Native,Occasional,Vagrant,
CHIS-1260,Channel Islands National Park,Bird,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,Approved,Present,Native,Uncommon,Migratory,
CHIS-1261,Channel Islands National Park,Bird,Passeriformes,Icteridae,Sturnella neglecta,Western Meadowlark,Approved,Present,Native,Common,Breeder,
CHIS-1262,Channel Islands National Park,Bird,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,Approved,Present,Native,Rare,Vagrant,
CHIS-1263,Channel Islands National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Rare,Breeder,Species of Concern
CHIS-1264,Channel Islands National Park,Bird,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,Approved,Present,Native,Occasional,Vagrant,
CHIS-1265,Channel Islands National Park,Bird,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,Approved,Present,Native,Uncommon,Breeder,
CHIS-1266,Channel Islands National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Approved,Present,Native,Rare,Vagrant,Species of Concern
CHIS-1267,Channel Islands National Park,Bird,Passeriformes,Mimidae,Toxostoma bendirei,Bendire's Thrasher,Approved,Present,Native,Occasional,Vagrant,
CHIS-1268,Channel Islands National Park,Bird,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Approved,Present,Native,Occasional,Vagrant,
CHIS-1269,Channel Islands National Park,Bird,Passeriformes,Motacillidae,Anthus cervinus,Red-Throated Pipit,Approved,Present,Native,Occasional,Vagrant,
CHIS-1270,Channel Islands National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,American Pipit,Approved,Present,Native,Occasional,Vagrant,
CHIS-1271,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1272,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica castanea,Bay-Breasted Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1273,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler,Approved,Present,Native,Common,Migratory,
CHIS-1274,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica discolor,Prairie Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1275,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica dominica,Yellow-Throated Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1276,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica fusca,Blackburnian Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1277,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica graciae,Grace's Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1278,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica magnolia,Magnolia Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1279,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica nigrescens,Black-Throated Gray Warbler,Approved,Present,Native,Rare,Vagrant,
CHIS-1280,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica occidentalis,Hermit Warbler,Approved,Present,Native,Common,Vagrant,
CHIS-1281,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,Approved,Present,Native,Rare,Vagrant,
CHIS-1282,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica pensylvanica,Chestnut-Sided Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1283,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,Approved,Present,Native,Uncommon,Vagrant,
CHIS-1284,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler,Approved,Present,Native,Rare,Vagrant,
CHIS-1285,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica tigrina,Cape May Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1286,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,Approved,Present,Native,Uncommon,Vagrant,
CHIS-1287,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica virens,Black-Throated Green Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1288,Channel Islands National Park,Bird,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Approved,Present,Native,Uncommon,Migratory,
CHIS-1289,Channel Islands National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Uncommon,Vagrant,Species of Concern
CHIS-1290,Channel Islands National Park,Bird,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler,Approved,Present,Native,Rare,Vagrant,
CHIS-1291,Channel Islands National Park,Bird,Passeriformes,Parulidae,Myioborus pictus,Painted Redstart,Approved,Present,Native,Occasional,Vagrant,
CHIS-1292,Channel Islands National Park,Bird,Passeriformes,Parulidae,Oporornis formosus,Kentucky Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1293,Channel Islands National Park,Bird,Passeriformes,Parulidae,Oporornis philadelphia,Mourning Warbler,Approved,Present,Native,Occasional,Vagrant,
CHIS-1294,Channel Islands National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Uncommon,Vagrant,Species of Concern
